"";"Peso(kg)";"Talla(mts)";"tallasentado(cms)";"Pli.Biceps";"Pli.Tric";"Pli.Subesca";"Pli.Crestailiaca";"pli.Supraespinal";"Pli.Abd";"Pli.Muslo";"Pli.Pantorrilla";"Peri.Brazorelax";"Peri.Brazoflex";"Peri.Cintura";"Peri.Cadera";"Peri.Pantorrilla";"Diam.Humeral";"Diam.Femoral";"wells1";"wells2";"wells3";"Dina.der1";"Dina.Izq1";"Dina.der2";"Dina.Izq2";"SaltoH1";"SaltoH2";"20mtetros1";"20mtetros2";"Agilidad1";"Agilidad2";"Leger";"Sexo";"Estrato";"Edad"
"1106";24,5;1,26;66;6,5;11;7;12;5,5;9,5;17;9,5;18,5;19,4;50,7;66;24,3;5,3;7,5;4;5;6;9;9;9;9;115;94;5,22;5,07;16,87;16,08;2;"femenino";3;10
"1107";22,9;1,29;65,3;6,5;9;5;7;4,5;6,5;11,5;7,5;16,5;17;52;64,5;23,2;5,1;7,6;-2;4;5;8;4;8;5;90;93;4,62;4,47;15,85;16,53;1,5;"femenino";2;9
"1108";43,8;1,364;69,5;16;21;23;32;25,5;34;34;27;25,3;26;78;81,4;32,5;5,1;8,9;0,11;0,12;0,12;16;16;18;16;90;87;4,6;5,38;16,76;16,9;1,5;"masculino";2;8
"1109";43,3;1,386;71,2;10;27;31;30;37;36;32;18;25;26;72;80,9;29,7;5,2;8,1;7;3;3;9;8;10;9;87;77;5,59;5,28;16,31;15,63;1;"femenino";3;8
"1110";22,5;1,238;64,9;6;10;6;12;8;13;13;8;18;17,5;50;64,5;24;4,6;7,2;0;2;5;5;7;8;5;118;86;4,59;4,28;13,48;13,31;4,5;"femenino";3;8
"1111";39,9;1,42;72,8;13;20;15;22;16;24;33;23;23;23;66,7;80,5;29,3;5,7;8,5;2;2;4;9;7;9;8;112;118;4,84;5,25;14,9;15,21;2;"femenino";3;8
"1112";22,7;1,292;67,1;4;9;5;8;5;8;12;8;15,5;16;52;62,5;23,4;5,1;7,4;0,2;0,4;0,3;7;7;7;7;96;110;5,5;4,81;14,84;14,44;3,5;"femenino";2;9
"1113";30,1;1,304;67;12;20;15;26;15;22;32;16;22;21;60;71;27;4,9;7,8;1;7;8;9;8;8;6;83;97;5;5,32;14,85;14,85;2;"femenino";2;8
"1114";32;1,336;70,3;11;15;7;18;10;19;24;15;20,4;21,5;57,1;75,8;27;5,5;7,5;0;7;9;10;12;7;11;78,3;84,2;5;5,19;16,01;15,96;1;"femenino";3;8
"1115";22;1,223;64,7;4;8;5,5;9;4,5;6;13;7;16,2;17;53;63;23,3;5;7,3;3;3;6;5;6;4;5;93;96;4,52;4,47;14,13;15,22;1;"femenino";3;9
"1116";30;1,228;66,3;11;19;14;31;18;25;25,5;18;21,5;22,5;61;73,5;28,5;4,8;7,8;-2;2;4;10;4;9;8;101;90;4,56;4,82;15,65;14,63;2;"femenino";2;9
"1117";30,6;1,388;68,9;5;8;7;8;4,5;7;11;6,5;19,5;19,8;87,4;70;26,3;5,6;8,4;0,13;0,14;0,14;4;7;2;4;87;87;5,19;5,2;17,44;17,82;1,5;"masculino";3;8
"1118";32,3;1,336;69;9;10;7,5;16;10;12;18;9;22,5;22,5;61;70,5;26,3;5,8;8,4;5;7;4;18;22;19;20;155;144;4,25;4,31;14,09;13,65;4,5;"masculino";3;9
"1119";24;1,194;68,1;3,5;9;5,5;12;5,5;7;14;7;17,3;17;52;62,7;25;5,1;7,3;1;4;2;9;10;12;12;135;124;4,53;4,66;14,69;15;4;"femenino";2;8
"1120";24,8;1,297;65,5;5;9;5;9;6,5;10;19;11;17,5;18,3;54,7;64;26,5;5;7,4;2;1;3;7;7;8;7;100;120;4,68;5,19;14,84;14,5;2,5;"femenino";2;8
"1121";29,4;1,321;69,4;9;12;7;18;7;10;26;15;18,6;19,3;58;69;27,6;5,5;8,2;2;0,2;2;7;7;7;9;108;112;4,53;4,44;14,53;14,81;2,5;"femenino";2;9
"1122";31,9;1,295;67;11,5;16;14;28;21;25;28;19;21,7;21,3;61,9;74,1;27,7;5,4;7,6;7;9;7;9;8;8;4;63;89;5,07;4,81;16,72;16,41;2,5;"femenino";3;9
"1123";24;1,313;66,9;5,5;7;4;7;4,5;10;11;9;15,8;16,5;52,5;63,5;24,8;4,9;7,3;0,3;0,2;0;7;6;8;5;77,3;100;4,9;4,62;14,25;14,35;1;"femenino";2;9
"1124";34;1,317;68,9;15;20;11;29;14;21;21;16;22;22,3;64;78;27,5;5,6;8,1;4;0,7;0,5;8;10;8;8;72;86,3;4,81;5,04;16,22;17,44;2;"femenino";3;8
"1125";29,8;1,251;67,1;8,5;12;9;24;10;19;16;14;20,3;20,5;59,3;69,7;26,4;5,4;7,9;8;10;12;10;10;8;10;117;121;4,81;4,75;13,85;13,94;2,5;"femenino";3;9
"1126";24,6;1,262;63,7;9;11;9;17;9;14;16;11;17,4;17,5;56;63,2;24,7;4,8;7,4;0,3;0,1;3;8;7;8;8;75;82,6;5,22;5,35;16,31;16,22;1,5;"femenino";3;9
"1127";31,3;1,301;63,9;11;16;12;30;22;25;16;15;21;21,4;60,1;71,5;27,7;5;7,9;0,1;0,7;0,6;8;8;8;6;97,3;95,2;4,84;4,54;16,07;17,41;1;"femenino";3;8
"1128";23,2;1,242;69,9;3,5;5,5;4;5,5;3;4,5;8;5,5;15,9;17,2;54,8;61,4;24,5;5,6;8;1;0,3;0;6;5;6;8;107;109;4,69;4,66;13,13;13,25;5;"masculino";3;9
"1129";26,9;1,316;67;8;9;9;22;13;22;12;8;18;18,6;63;65,4;24,2;5,3;7,8;0,4;0,4;0;8;10;10;11;91,4;82,2;4,84;4,6;14,21;14,59;3,5;"masculino";3;9
"1130";26,8;1,281;67,4;6,5;12;6,5;14;6,5;8;19;16;19,7;20,5;50;68,5;25,5;5,4;7,8;0;0,1;2;9;8;9;8;130;110;4,59;4,53;14,94;15,06;2;"femenino";3;9
"1131";27,4;1,314;69,5;4,5;7;5;7;4;5;10;5,5;17,5;19,5;60,45;68,2;25,2;5,5;8,2;0,5;0,1;0;9;9;9;7;105;122;4,88;5,31;14,38;15,09;4;"masculino";3;9
"1132";28,5;1,306;68;7;9;7;12;6;11;12;7;19,1;19,9;60;68,4;26,4;5,2;8,1;4;5;7;9;10;10;10;116;81;4,69;4,75;15,06;15,13;1;"masculino";3;9
"1133";32,6;1,376;71,3;6;10,5;6,5;10;5,5;10;14;6;21,5;21;62;72,5;27,5;5,7;8,6;0,8;0,4;0,3;10;8;13;8;125;123,2;4,78;4,83;14,88;14,87;4;"masculino";2;NA
"1134";27,8;1,357;69,1;7;9,5;7;11;7;12;16;12;17,6;18;59,5;67;25,5;5,2;7,8;0,3;0,1;1;12;9;10;7;103;122;4,75;4,9;13,78;13,25;2;"masculino";3;8
"1135";27,6;1,325;70,1;6;9,5;6,5;12;6;10;16;9;19,2;20;58,3;67;24,9;5,4;8;7;7;11;11;8;7;7;99,2;75;5,35;5;17,13;17,06;3;"masculino";3;9
"1136";21,8;1,23;64,9;6,5;9;6,5;15;6;11;15;10;17,3;18,3;52,7;62,5;23;4,9;7,8;0,1;0,3;0,2;9;8;9;7;63;82;5,22;5,32;16,88;15,72;1,5;"masculino";2;8
"1137";51,5;1,395;71,6;18;24;26;36;29;31;38;24;28,5;29;81,5;90,5;37;5,4;8,5;0,6;0,8;0,6;12;15;14;12;86;60;5,6;6,06;18,28;17,94;1;"masculino";3;9
"1138";23,6;1,272;68,4;6;9;8;12;6;9;14;8;17;18;54,2;65;22,6;5,1;7,8;1;2;2;9;10;9;9;100;113;4,63;4,87;15,75;14,81;4;"masculino";3;9
"1139";34,2;1,417;74;6;13;15;17;9;16;16;13;21;20,8;56,7;74,2;27,8;6;8,5;0,4;1;2;10;9;10;10;78;100;4,9;5,03;16,34;16,6;1;"masculino";3;9
"1140";26,7;1,423;72;4;7;5;6;4;6;11;7;18,2;18,8;56;60;24,5;5,4;8,1;0,1;0,3;0;10;6;9;9;107;103;4,5;4,81;16,16;16,12;2;"masculino";3;9
"1141";35,9;1,343;69,9;13;20;17;32;14;27;28;21;22,5;22,3;65,5;78,8;29,2;5,6;8,6;0,5;0,1;0,2;7;6;9;7;97;93;4,91;4,78;14,47;14,75;3,5;"masculino";3;10
"1142";29,1;1,38;69;8;8;6;12;8;13;12;8;17,8;18,9;54,9;70;25,2;5,7;7,9;-5;-1;-3;10;9;9;7;111;124;4,56;4,5;15,34;16,13;1,5;"femenino";3;10
"1143";28,6;1,345;64;5,5;9,5;6,5;14;6;11;16;11,5;18,6;19;56,5;68;25,6;5,6;8,2;4;4;3;12;12;14;14;96;110;5,03;4,35;14,15;13,34;2,5;"femenino";3;9
"1144";33,5;1,415;71;8;11;6,5;9,5;6;8;17;9;20,5;21,2;55;71,7;28,6;5,6;8,4;-1;-4;-2;16;15;16;12;125;144;4,13;4,06;14,85;13,56;1,5;"femenino";3;10
"1145";21,6;1,224;63;4,5;5,5;5;5;3,5;5;12;4;16,4;17;47;62,8;25,5;5,3;7,4;7;7;6;8;6;9;9;120;113;4,37;4,5;14,78;14,12;2,5;"femenino";2;9
"1146";34,3;1,475;73,5;9,5;11,5;8;15;9;19;18;10,5;19,2;20,2;59;73,7;27,7;5,8;8;-5;-4;-3;16;12;11;10;99;130;4,56;4,4;14,78;13,53;3;"femenino";3;10
"1147";46,5;1,456;75;14;19;18;25;19;26;27;22;23,7;23,8;70;88;31;6;8,8;11;12;13;12;12;12;10;74;110;4,81;4,69;15,12;15,04;2;"femenino";2;10
"1148";28,2;1,36;71,3;8;12;6;12;8;12;15;10;17,8;19;54,2;67,8;24,8;5,7;7,7;-3;3;3;10;10;7;7;130;125;4,41;4,22;13,69;13,84;3,5;"femenino";2;10
"1149";43,2;1,445;75,5;15;19;15;32;18;30;24;23;24,4;24,5;66,1;82,8;30,5;5,5;8,5;4;5;5;14;14;15;14;120;123;4,62;4,35;14,47;14,78;1,5;"femenino";2;9
"1150";38,4;1,372;70;9;17;12;32;22;26;21;17;23;24;68;78;32;5,7;8,5;-3;-4;-3;14;14;14;13;71;52;4,87;4,85;17,87;16,48;1,5;"femenino";2;9
"1151";36,8;1,396;72;8,5;15;13;20;12;17;17;15;21;21,7;62;78,5;28,9;5,6;8,2;9;10;10;14;14;15;15;99;95;5;5,12;16,15;16,02;1,5;"femenino";3;10
"1152";27,3;1,354;69;8;12;6;12;6;9;13;9;18,1;18,5;54,4;67,2;25;5,4;7,7;1;4;5;9;9;10;9;128;102;4,7;4,35;14,78;14,78;1;"femenino";2;10
"1153";29;1,35;71;6;10;7;12;7;8;15;10;18,5;19,9;51,4;70,6;27,2;5,5;8;5;8;7;12;13;13;13;86;94;4,47;4,31;15,99;15,37;3;"femenino";2;10
"1154";32,3;1,347;67;8,5;15;8;20;10,5;17;20;11;21;22;60;75;27,8;5,6;7,9;-7;-4;-4;10;10;9;10;87;110;5,06;4,72;16,6;15,53;1,5;"femenino";2;9
"1155";37,1;1,355;71,4;14;17;17;27;14;22;26;14;22,1;23,5;61,6;81,8;29,3;5,6;8;1;4;1;11;11;10;11;104;98;5,15;5,18;17,07;15,28;1,5;"femenino";3;9
"1156";31;1,38;72;7,5;7,5;5,5;11,5;5,5;7,5;12;8;18,5;19;54,8;71;26,1;5,1;7,9;4;4;6;10;12;13;12;140;115;4,84;4,34;14,16;14,46;1,5;"femenino";3;NA
"1157";28,5;1,299;66,9;8;18;12;24;13;21;26;15;20,5;21;56,8;69;26;4,9;7,4;3;5;5;10;7;9;7;104;110;4,78;4,6;14,9;15,44;1,5;"masculino";3;10
"1158";29;1,321;68;4,5;8,5;7;15;4,5;9,5;10;7;18,3;18,8;57,2;67;25,7;5,5;8,5;5;8;4;15;17;16;15;96;92;4,22;4;13,22;13,63;2,5;"masculino";2;10
"1159";41,6;1,452;72;9;21;18;32;20;24;32;18;23,5;24;69;81,5;31;5,5;8,5;0,1;0,1;0,1;14;12;14;10;110;110;4,9;4,97;15,37;14,91;2;"masculino";3;10
"1160";34;1,368;69,5;11;13;11;20;11;21;25;13;20,5;21,5;65,4;73,4;24,2;5,5;8,3;-12;-10;-12;9;11;9;12;105;118;4,72;4,78;16,12;15,58;2;"masculino";3;10
"1161";36,8;1,354;68;12;16;10,5;25;17;21;25;14;23,7;24;67,5;76,6;31;5,4;8;5;5;6;13;14;11;17;100;107;4,44;4,5;13,9;15,5;3;"masculino";3;10
"1162";27,9;1,308;68,9;4,5;11;6,5;10;6;8;17;8;19,2;20;50,5;70,5;27;5,2;7,6;7;8;12;12;10;12;10;160;150;4;3,72;12,91;12,34;4,5;"femenino";3;10
"1163";36,8;1,374;70;5;11;6;18;10;16;17,5;15;21,5;22,3;61;79;29,5;5,9;8,4;4;6;5;16;14;14;14;103;109;4,34;4,75;14,46;13,5;2,5;"femenino";3;10
"1164";30;1,373;68,2;5,5;11;7;12;8;15;22;10;18,5;19,5;59;71,1;26,5;5,2;7,7;7;8;9;13;8;13;9;130;119;4,87;4,81;14,38;13,99;2;"femenino";3;10
"1165";28,7;1,262;66,7;7;12;10;17;10;15;22;12;21,4;22;60;69,5;27,5;5,4;7,9;0;0;1;9;9;12;10;132;134;4,59;4,62;13,16;12,91;2,5;"femenino";2;9
"1166";34,2;1,322;68,9;13;19;22;32;16;28;29;16;22,5;23;65;77,5;27,3;5,1;8,1;0,1;8;0,2;7;7;8;6;97;90;4,69;5,25;17,43;14,88;1,5;"femenino";3;9
"1167";54,9;1,485;76,7;21;26;22;28;26;30;36;23;27,5;28;77;90;31,7;6,2;9;6;7;6;20;14;16;18;84;86;4,96;4,9;14,31;13,88;2;"femenino";3;10
"1168";30,3;1,346;68,8;4;9,5;7,5;11;7;12;17;9;19,8;21;59;88,3;26,7;5,6;7,8;0,1;0,8;0,1;8;10;10;8;135;142;4,18;4,43;13,09;13,13;4,5;"masculino";2;10
"1169";38,7;1,395;74;12;16;10,5;27;14;24;30;19;23,5;23,8;63,5;80;29,8;6;8,6;0,1;5;4;14;14;14;14;137;140;4,38;4,5;14,72;14,16;2,5;"masculino";2;10
"1170";29,6;1,354;70;6;8;7;18;7;15;18;11;18,7;19,6;59,5;68,6;26,8;5,1;8,3;0;0,1;3;14;17;14;16;140;116;4,06;3,97;12,4;12;4;"masculino";2;10
"1171";37,2;1,303;71;11;18;14;29;17;25;23;20;24,6;26;66,1;80;27,7;6,2;8,7;3;3;3;16;12;14;16;100;100;4,44;3,97;14,12;13,91;3;"masculino";3;9
"1172";32,6;1,355;69;9,5;11;9,5;20;11;16;24;11;21;21,5;64,5;73;28,1;5,6;8,3;0,8;0,8;0,6;8;8;9;10;100;90;4,87;4,5;14,25;15,53;3;"masculino";3;10
"1173";33,9;1,33;70;9;17;12,5;23;15,5;21;30;20;22,4;23;65;74,9;28,9;5,6;8,6;0,3;1;0,2;10;13;10;8;74;100;4,69;4,53;17,09;13,03;2,5;"masculino";2;10
"1174";32;1,391;72,4;6;8;6;10,5;5,5;7;16;10;19,5;20,8;59,3;72,4;28;6;8,9;3;2;2;12;12;9;11;108;118;3,81;4;12,5;12,75;2,5;"masculino";3;9
"1175";44,3;1,433;74,4;9,5;15,5;12;25;17;25;27;12;25;25,5;69;83,5;32;6,1;9,1;0,2;0,4;0,4;18;18;19;16;119;105;4,59;4,75;13,68;14,06;1;"masculino";2;10
"1176";29,9;1,38;72,2;6;11;6;15,5;7;11;16;9;18,5;19;55;69;26,8;5,4;8,2;0,2;1;4;13;13;12;10;125;118;4,38;4,28;14,15;15,35;6,5;"masculino";2;10
"1177";30,8;1,372;69,9;12,5;11;10,5;17;11,5;16;24;15;20,2;21;56;72;28;5,4;7,6;3;10;10;5;8;7;6;97;100;4,46;4,88;17,87;16;1;"femenino";3;9
"1178";36,7;1,405;73,3;9;14;11;23;14;21;15;14;22,5;22,5;63,5;73,5;30,4;6;8,5;2;0;3;7;10;7;8;110;110;4,97;5,09;13,9;14,69;2;"masculino";3;10
"1179";29,5;1,393;72,5;3,5;8;5;6;4;5,5;12;7;19;20;51,1;68,3;27;5,8;8;8;6;9;8;12;9;10;130;145;4,32;4,31;15,03;13,53;6;"femenino";3;10
"1180";33,8;1,298;68,3;14;20;21;28;27;26;27;17;21,5;23,1;70,5;76;28;5,6;8;0,4;3;0,6;5;8;7;7;80;95;5,38;5,34;16,81;16,57;1;"femenino";2;9
"1181";29,4;1,342;69,4;9;14;9;12;11;15;19;17;20,5;20;51,7;70,5;27;5,3;7,7;4;5;6;7;8;6;7;103;103;4,59;4,81;15,21;14,93;2;"femenino";2;10
"1182";31,4;1,389;71,9;4;7;6,5;8;4;6;11;7;18,8;20;56,5;69;28,2;5,7;8,6;4;2;4;14;11;14;14;158;135;4,22;4,09;13,25;13,07;7,5;"masculino";3;10
"1183";23,7;1,192;65,4;4;8,5;6;8;5,5;11;10;8;16,8;18,7;56,5;62;25;5,1;7,6;0,2;3;6;11;9;12;9;129;122;4,44;4,63;13,81;14,41;4,5;"masculino";3;8
"1184";37,5;1,399;71,9;9;14;11;22;14;19;28;15;23,5;24;68;73;29;5,7;8,4;10;14;13;13;10;10;9;117;122;4,69;4,72;19,66;16,97;1;"masculino";2;9
"1185";30,7;1,131;69;7;14;8;12;9;21;21;13;20,8;21,6;58,7;72;26,6;5,4;7,4;6;6;6;12;12;9;9;117;109;4,56;5,09;13,32;14,56;1;"masculino";2;9
"1186";36,1;1,418;70,9;9;16;22;36;19;33;18;16;21,9;22;63,6;77;27;5,6;7,8;-1;-3;-2;13;11;12;15;89;98;4,57;4,56;15,48;14,75;1,5;"femenino";2;10
"1187";33,4;1,445;73;7;10;9;13;8;14;19;11;19;19,5;58,8;73,5;26,4;5,6;8,3;-1;1;2;15;14;13;15;131;128;4,31;4,53;14,02;13,88;2;"masculino";3;10
"1188";31,8;1,352;72,2;10;17;15;19;11;23;16;13;21,5;22,2;55,5;74,5;25,5;5,5;8;7;8;13;9;8;10;8;126;134;4,31;4,41;14,85;14;3;"femenino";3;10
"1189";45,8;1,469;74,4;9;13;15,5;30;18;26;22;16;24;24,8;72,5;81,5;33,2;6,1;8,9;1;2;2;22;17;20;20;128;107;4,5;4,16;14,22;15,75;1,5;"masculino";3;11
"1190";47,1;1,381;74,5;12;16;16;32;24;31;32;22;25,8;26;75;87;33;6,1;9,1;3;6;7;12;17;14;16;102;108;4,5;4,41;14,72;15,37;2;"masculino";2;10
"1191";36,1;1,366;72,7;7;13;10;17;8;15;21;13;22,7;23,8;61,9;77,7;29,1;6,1;9;5;6;7;19;11;16;18;126;136;3,72;4,03;13,38;12,78;4,5;"masculino";3;11
"1192";41,7;1,476;73,7;14;25;11;25;17;22;25;17;23,6;24,5;62,5;82,5;30;5,8;8,2;3;5;5;10;9;9;9;94;105;4,63;4,53;14,69;14,12;2;"femenino";2;11
"1193";38;1,445;70,4;7;11;9;16;9;13;19;15;21;22,3;59,5;77,9;29,5;5,5;8;1;-2;-3;14;14;17;16;92;100;4,22;4,28;13,03;12,97;4,5;"femenino";3;11
"1194";38,1;1,547;79,5;7;12;11;15;10;16;15;4;19,5;20;61;77;27,7;5,9;8,2;0;2;2;19;18;19;18;144;128;4,44;4,25;14,34;13,72;2,5;"femenino";3;11
"1195";36,9;1,505;79,6;3;9;7;7;6;8;10;9;19,6;21;58,5;76;30;5,6;8,6;6;5;8;16;14;14;14;144;108;4,1;3,85;13,56;13,19;2,5;"femenino";3;10
"1196";45,8;1,457;73,5;14;18;10,6;25;14;24;31;20;24,7;25,3;61;86,2;32,1;6;9,1;5;4;5;16;14;20;14;99;108;4,38;4,34;14,25;14,84;2;"femenino";2;11
"1197";39,7;1,397;70;15;22;17;32;22;27;29;18;25,3;25,8;64,5;81,3;28,5;5,8;8,1;-3;-2;0;16;12;16;16;97;86;4,81;5;16,91;15,5;1,5;"femenino";3;11
"1198";36,5;1,385;68,4;7;12;9;21;12;17;19;9;20,3;20,7;62,6;77,6;28;5,5;8,3;3;5;5;15;15;12;15;115;110;4,76;4,47;16,44;17,44;1;"femenino";2;10
"1199";40,1;1,496;74,5;12;19;12;26;17;25;25;19;22,8;23,3;61,7;79,5;28,6;6,5;8,7;-7;-5;-4;12;6;11;9;120;116;5,47;4,72;16,44;15,82;1;"femenino";2;10
"1200";49,5;1,435;72;19;21;19;24;14;25;24;22;26,4;26,7;60,45;89;33,2;6;9;-3;0;1;11;11;11;14;87;71;4,93;5,1;17,04;17,18;1,5;"femenino";2;11
"1201";49,6;1,44;73;20;26;24;32;29;33;33;21;27;27,8;75,5;87;33,5;5,6;9;0;1;0,2;11;9;10;14;107;105;5,18;4,94;14,35;16,12;1;"masculino";3;10
"1202";30,1;1,405;73;3,5;7;5,5;9;4;6,5;9,5;6;19;20,5;59;67,5;26,3;5,9;8,4;1;0,1;3;14;12;12;10;138;155;4,44;4,28;13;13,69;6;"masculino";3;11
"1203";27;1,36;72;2,5;4;3,5;4,5;3;3,5;5,5;4;17;18,8;54,8;66,8;25,8;5,8;8,6;0,2;1;3;12;17;12;8;183;180;3,75;3,69;11,78;11,44;4;"masculino";3;11
"1204";27,4;1,335;68,5;5;10;6;9;5;8;7;10;18;19;57;65,4;25;5;7,6;-2;-1;2;14;12;14;12;110;117;4,4;4,06;13,91;13,98;3;"masculino";3;10
"1205";33,6;1,364;69;5;9;8;15;8;13;13;7;20,8;20,3;60,7;72,5;28,5;6,1;8,4;7;5;6;20;20;20;18;155;151;3,82;3,81;16,89;13,87;5;"masculino";2;11
"1206";48,6;1,438;72,4;8;16;20;34;19;31;19;13;26;26,4;73,5;87,6;31,5;6,1;8,9;2;4;6;22;24;22;22;123;123;4,25;4,47;15,62;14,94;4,5;"masculino";2;11
"1207";52,9;1,49;77,5;12;21;23;41;23;31;32;23;27,6;28;76;86,9;32,2;6,7;9,9;4;4;4;22;24;22;24;150;159;4,06;3,62;14,03;15,82;2,5;"masculino";3;11
"1208";24,6;1,32;67;3;7;6;10;4;6,5;8;5;16,9;17,5;52,7;65;23,9;5;7,5;-1;0;-2;12;10;13;16;118;142;4,1;3,97;14,19;13,48;6;"masculino";3;11
"1209";34,6;1,45;71,9;5;11;10;19;10;17;15;11;19;20;61,5;73;28;5,4;7,9;8;8;9;12;10;11;9;122;134;4,37;4,4;15,03;13,47;6;"femenino";2;10
"1210";42,3;1,425;73,4;15;23;18;37;18;29;26;20;25,4;25;70,5;84;30,1;5,8;8,5;5;6;9;14;10;14;14;135;103;4,28;4,41;15,47;14,16;3,5;"femenino";2;11
"1211";25,8;1,347;67,7;6;10;5;12;6;9;14;8;17,2;18;53;65,4;25,8;5,2;7;1;0;-1;13;13;14;12;124;104;4,37;4,22;14,16;14,53;4;"femenino";2;10
"1212";43,4;1,499;73,9;7;14;7;19;13;21;23;15;23,2;23,5;65,5;84;31,2;5,9;8,5;-3;-8;-3;18;19;19;18;98;93;5,03;4,62;17,25;15,12;1,5;"femenino";2;11
"1213";32,9;1,425;73,2;5;11;8;19;7;14;15;10;18,9;19,9;55,7;76;27,7;5,6;8,5;5;7;9;12;12;7;14;127;143;4,31;4,22;14,72;15,1;2;"femenino";2;10
"1214";43,7;1,55;78,4;7;15;11;16;11;19;16;10;23;23,5;64;82,6;28,9;5,7;8,7;4;7;3;14;19;19;11;123;143;4,13;4,03;13,12;13,09;4;"femenino";3;10
"1215";40,7;1,45;72,6;7;14;11;25;12;24;24;16;22,5;23;63,4;80,7;28,7;5,8;7,9;-1;2;0;15;14;16;15;103;107;4,38;4,31;15,1;14,69;1,5;"femenino";2;11
"1216";33,6;1,34;78,9;9;15;13;25;15;26;20;19;21,9;22,5;63,4;75;27,6;6;8,3;2;3;4;18;19;19;19;113;110;4,65;4,71;16,47;15,65;1,5;"masculino";2;10
"1217";30,8;1,42;67,4;4;8;6;13;6;11;13;6;19,5;20,3;54;69;25,5;5,6;7,8;-1;2;2;12;9;14;10;98;140;4,46;4,4;14,7;13,91;4;"femenino";3;11
"1218";51,4;1,575;83,6;11;15;11;20;12;21;19;12;26;26,5;65;91;32,1;6,3;8,6;18;19;19;15;16;19;19;154;162;3,78;4,03;13,32;13,88;4;"femenino";3;11
"1219";66,8;1,566;82,3;20,5;29;27;40;30;39;36;26;33,3;33,5;83,8;99,9;34,5;6;9,3;5;7;3;16;14;20;14;76;83;5,5;5,03;17,16;16,78;2;"femenino";2;12
"1220";33,3;1,407;71,2;3;5;6;6;4;7;6;4;19;20,2;57,8;79,3;28;5,9;8,4;3;6;6;19;19;18;19;136;160;3,81;3,81;13,09;13,22;8;"masculino";3;12
"1221";36;1,48;72,5;4;8;6;7;4;6;12;6;20,8;23;60,7;71,3;28,6;6;8,6;-12;1;-2;16;20;19;19;149;158;3,75;3,75;12,5;12,38;8;"masculino";3;12
"1222";37,8;1,486;75,9;8;10;11;13;9;14;15;12;21;21,5;59,5;78,7;29,2;5,6;7,8;5;7;7;18;15;18;18;125;126;3,97;4,12;13,53;13;6;"femenino";3;11
"1223";59,5;1,575;78,2;14;20;18;40;18;25;33;33;27;28,2;73;99;32,3;6,3;9,2;2;6;7;25;25;23;25;112;117;4,54;4,5;14,06;15,03;1,5;"femenino";3;11
"1224";38,3;1,474;71,6;6;12;11;23;13;23;21;12;21,5;22,5;59;77,9;28,7;5,8;8,5;0;1;1;18;15;18;14;168;166;4,25;3,9;13,28;13,01;2;"masculino";2;10
"1225";38,7;1,385;72,3;8;16;12;21;17;26;17;11;23,5;24,3;68;75;31,2;6,1;8,6;8;6;8;18;18;16;14;110;134;4,35;4,19;13,47;14,75;3;"masculino";3;11
"1226";61,5;1,532;81,7;14;26;25;38;23;41;28;24;29;29;84,2;97;31,8;5,5;8,6;-4;0;-2;8;8;7;9;74;81;5,81;5,5;19,81;17,03;1,5;"femenino";2;12
"1227";33,7;1,402;69,9;7;13;8;15;9;15;10;10;20,5;21,5;58,2;73,5;27,2;5,9;7,9;5;5;5;14;13;15;12;114;108;4,25;4,53;14,47;13,82;5;"femenino";2;11
"1228";31,9;1,421;71;6;11;7;10;6;11;15;6;22;20,8;53,5;69,5;27,7;5,3;7,9;-2;4;3;12;19;14;18;121;143;3,78;3,81;14,18;12,9;2,5;"femenino";2;12
"1229";61,7;1,535;78;9;22;30;40;30;37;34;26;26,5;25,5;80;99;36;6,5;9,3;-3;-4;-2;24;22;24;22;129;104;4,47;4,34;14,41;14,45;2;"femenino";3;12
"1230";44,4;1,456;78;7;17;15;19;14;20;24;15;24;23,4;66,5;84,5;29,5;6,3;8,3;0;1;6;15;19;14;19;89;113;4,87;4,47;14,66;13,97;2;"femenino";3;11
"1231";50,6;1,538;78,6;7;15;18;29;19;30;17;14;23;24;69;89;33;6,3;8,5;7;7;7;14;10;10;12;88;105;4,4;4,37;14,38;15,72;1,5;"femenino";2;12
"1232";55,7;1,506;78,7;13;27;19;30;19;27;31;22;27;28;73,5;92,5;35;6;8,7;2;3;2;16;15;12;13;105;114;4,54;4,38;16,16;14,13;2;"femenino";2;12
"1233";47,5;1,58;78,2;6;12;9;23;16;21;18;15;21,6;22,8;66,5;87;31,8;5,8;8;5;6;7;20;11;19;11;144;146;4,03;4;12,59;12,75;5;"femenino";2;12
"1234";46,4;1,515;79,5;8;11;8;21;12;17;17;8;23,1;25;63;85,7;31,5;6;8,2;9;10;10;18;15;23;19;123;130;4,16;4,09;15,66;13,19;4;"femenino";2;12
"1235";46,3;1,535;77,5;11;13;8;23;19;26;16;11;24;24,5;65;80,2;29,4;6;9;-4;-2;-2;24;25;26;24;139;139;3,66;3,78;14,81;13,44;3;"femenino";2;13
"1236";43,9;1,496;79,5;5;12;7;14;8;14;17;12;22,8;24,5;59,5;83;31,3;6;8,8;17;18;17;26;26;24;26;152;186;3,81;3,75;12,56;12,37;2;"femenino";3;12
